Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE175128,"Histone ChIP-seq from Peyer's patch (ENCSR249IKQ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE175nnn/GSE175128/suppl",22955616,,"ENCODE DCC","May 23, 2021"
GSE139746,"Histone ChIP-seq from Peyer's patch (ENCSR349GPJ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139746/suppl",22955616,,"ENCODE DCC","Nov 01, 2019"
GSE139770,"Histone ChIP-seq from Peyer's patch (ENCSR416ZMW)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139770/suppl",22955616,,"ENCODE DCC","Nov 01, 2019"
GSE139774,"Histone ChIP-seq from Peyer's patch (ENCSR440PMP)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139774/suppl",22955616,,"ENCODE DCC","Nov 01, 2019"
GSE167833,"Histone ChIP-seq from Peyer's patch (ENCSR491FDG)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE167nnn/GSE167833/suppl",22955616,,"ENCODE DCC","Feb 27, 2021"
GSE139711,"Histone ChIP-seq from Peyer's patch (ENCSR632SLJ)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139711/suppl",22955616,,"ENCODE DCC","Nov 01, 2019"
GSE139716,"Histone ChIP-seq from Peyer's patch (ENCSR667SCY)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139716/suppl",22955616,,"ENCODE DCC","Nov 01, 2019"
GSE143052,"Histone ChIP-seq from Peyer's patch (ENCSR684EPX)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143052/suppl",22955616,,"ENCODE DCC","Jan 06, 2020"
GSE143067,"Histone ChIP-seq from Peyer's patch (ENCSR718LSM)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143067/suppl",22955616,,"ENCODE DCC","Jan 06, 2020"
GSE143070,"Histone ChIP-seq from Peyer's patch (ENCSR735VKO)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143070/suppl",22955616,,"ENCODE DCC","Jan 06, 2020"
GSE143077,"Histone ChIP-seq from Peyer's patch (ENCSR758KRK)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143077/suppl",22955616,,"ENCODE DCC","Jan 06, 2020"
GSE143106,"Histone ChIP-seq from Peyer's patch (ENCSR874HIG)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143106/suppl",22955616,,"ENCODE DCC","Jan 06, 2020"
GSE143109,"Histone ChIP-seq from Peyer's patch (ENCSR912XAL)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143109/suppl",22955616,,"ENCODE DCC","Jan 06, 2020"
GSE143111,"Histone ChIP-seq from Peyer's patch (ENCSR927PLE)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143111/suppl",22955616,,"ENCODE DCC","Jan 06, 2020"
GSE167819,"Histone ChIP-seq from Peyer's patch (ENCSR988QEK)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE167nnn/GSE167819/suppl",22955616,,"ENCODE DCC","Feb 27, 2021"
GSE143123,"Histone ChIP-seq from Peyer's patch (ENCSR998QKF)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143123/suppl",22955616,,"ENCODE DCC","Jan 06, 2020"
GSE167700,"Histone ChIP-seq from RWPE2 (ENCSR115IRD)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE167nnn/GSE167700/suppl",22955616,,"ENCODE DCC","Feb 27, 2021"
GSE175026,"Histone ChIP-seq from RWPE2 (ENCSR161GUA)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE175nnn/GSE175026/suppl",22955616,,"ENCODE DCC","May 23, 2021"
GSE175156,"Histone ChIP-seq from RWPE2 (ENCSR297ONS)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE175nnn/GSE175156/suppl",22955616,,"ENCODE DCC","May 23, 2021"
GSE175138,"Histone ChIP-seq from RWPE2 (ENCSR784MON)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE175nnn/GSE175138/suppl",22955616,,"ENCODE DCC","May 23, 2021"
GSE175152,"Histone ChIP-seq from RWPE2 (ENCSR785DEU)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE175nnn/GSE175152/suppl",22955616,,"ENCODE DCC","May 23, 2021"
GSE167614,"Histone ChIP-seq from SJCRH30 (ENCSR022MBN)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BIGBED;BIGWIG;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE167nnn/GSE167614/suppl",22955616,,"ENCODE DCC","Feb 27, 2021"
