Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE6497,"Expression profile of syngeneic (sTX) and allogeneic kidney (aTX) transplantation compared to control (ctr) kidneys","Expression profiling by array","Rattus norvegicus",15,,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6497/suppl",18261221,,"Bayram Edemir","Apr 01, 2007"
GSE42869,"Expression profile of telomerase deficient iPSC","Expression profiling by array","Homo sapiens",20,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42869/suppl",23585473,,"Yanqin Yang","Feb 11, 2013"
GSE19302,"Expression profile of the “heat-inducible N-degron” of Nab2 (nab2-td)","Expression profiling by array","Saccharomyces cerevisiae;Schizosaccharomyces pombe",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19302/suppl",21680710,,"Cristina González-Aguilera","Dec 01, 2011"
GSE36928,"Expression profile of the  endocrine therapy resistant breast cancer cells LTED depleted of PBX1 or treated with the gamma-secretase inhibitor MRK003","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36928/suppl",23576735,,"luca magnani","May 01, 2013"
GSE151957,"Expression profile of the 22Rv1 cells overexpressing ABHD5","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151957/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA637888",33219129,SRP266314,"Jian Wang","Nov 19, 2020"
GSE39417,"Expression profile of the endocrine therapy sensitive breast cancer cells MCF7 depleted of PBX1","Expression profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39417/suppl",23576735,,"luca magnani","May 01, 2013"
GSE5514,"Expression profile of the first 24 hrs of Drosophila embryonic development using tiling arrays","Expression profiling by genome tiling array","Drosophila melanogaster",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5514/suppl",16951679,,"Thomas R Gingeras","Aug 14, 2006"
GSE3676,"Expression profile of the testis from Tslc1-/- mice.","Expression profiling by array","Mus musculus",4,GDS2026,,,16612000,,"Murakami Yoshinori","May 05, 2006"
GSE25025,"Expression profile of third instar larval fat body and midgut tissues","Expression profiling by high throughput sequencing","Drosophila melanogaster",2,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25025/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA134399",21177957,SRP004368,"Terry L. Orr-Weaver","Nov 02, 2010"
GSE33017,"Expression profile of third instar larval salivary gland tissue","Expression profiling by high throughput sequencing","Drosophila melanogaster",4,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33017/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA149515",22090375,SRP008977,"Terry L. Orr-Weaver","Oct 18, 2011"
GSE55264,"Expression profile of trace metal element responsive genes in Brassica rapa","Expression profiling by high throughput sequencing","Brassica rapa",5,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55264/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA239011",24738937,SRP038755,"Jian Wu","Sep 30, 2014"
GSE110910,"Expression profile of whole murine lung adenocarcinomas with or without Snail","Expression profiling by array","Mus musculus",19,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110910/suppl",30190790,,"Nadine Fournier","Aug 03, 2018"
GSE110870,"Expression profile of whole murine lung adenocarcinomas with or without knockdown of Snail","Expression profiling by array","Mus musculus",11,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110870/suppl",30190790,,"Nadine Fournier","Aug 03, 2018"
GSE110871,"Expression profile of whole murine lung adenocarcinomas with or without overexpression of Snail","Expression profiling by array","Mus musculus",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110871/suppl",30190790,,"Nadine Fournier","Aug 03, 2018"
GSE71541,"Expression profile of wild type (WT) vs miR-155-/- in FLT3-ITD+ AML (MV4-11) cell lines","Expression profiling by high throughput sequencing","Homo sapiens",9,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71541/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA291483",,SRP061830,"Ryan O'Connell","Jul 01, 2016"
GSE36883,"Expression profile of wild-type Thermus thermophilus HB8 strain cultured in TT medium for 6 h, reproduced in 2010","Expression profiling by array","Thermus thermophilus HB8",3,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36883/suppl",22753056,,"Akeo Shinkai","Oct 02, 2012"
GSE36884,"Expression profile of wild-type Thermus thermophilus HB8 strain cultured in TT medium for 6 h, reproduced in 2011","Expression profiling by array","Thermus thermophilus HB8",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36884/suppl",22753056,,"Akeo Shinkai","Oct 02, 2012"
GSE18994,"Expression profile of ypr045c∆ mutant","Expression profiling by array","Saccharomyces cerevisiae;Schizosaccharomyces pombe",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18994/suppl",21149575,,"Sonia Jimeno","Feb 23, 2011"
GSE32425,"Expression profile of zebrafish embryonal rhabdomyosarcoma","Expression profiling by array","Danio rerio",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32425/suppl",22624717,,"David M Langenau","Dec 01, 2012"
GSE47981,"Expression profile pAP1-AP1-GR ap1cal inflorescences - time series (days)","Expression profiling by array","Arabidopsis thaliana",12,,"TXT;XML","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47981/suppl",24581456,,"Jose Luis Riechmann","Jan 01, 2014"
GSE12046,"Expression profiles and ChIP on chip genomewide experiments with R2G mutant virus ","Expression profiling by array;Genome binding/occupancy profiling by genome tiling array","Homo sapiens",6,,"TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12046/suppl",18719284,,"Siavash K Kurdistani","Aug 26, 2008"
GSE12047,"Expression profiles and ChIP on chip genomewide experiments with deltaCR2 mutant virus ","Expression profiling by array;Genome binding/occupancy profiling by genome tiling array","Homo sapiens",5,,"TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12047/suppl",18719284,,"Siavash K Kurdistani","Aug 26, 2008"
GSE12045,"Expression profiles and ChIP on chip genomewide experiments with dl1500 virus (expressing WT small e1a).","Expression profiling by array;Genome binding/occupancy profiling by genome tiling array","Homo sapiens",19,,"TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12045/suppl",18719284,,"Siavash K Kurdistani","Aug 26, 2008"
GSE56850,"Expression profiles and initial confirmation of long non-coding RNAs in Chinese patients with pulmonary adenocarcinoma","Non-coding RNA profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56850/suppl",25061321,,"Wen Zhu","Apr 17, 2014"
GSE153957,"Expression profiles and potential functions of long non-coding RNAs and mRNAs in autoimmune pulmonary alveolar proteinosis patients","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE153nnn/GSE153957/suppl",33820876,,"Jinghua Yang","Apr 28, 2021"
GSE162402,"Expression profiles and their potential roles of tRNA-derived small RNAs in hippocampus of nicotine dependence rat","Non-coding RNA profiling by high throughput sequencing","Rattus norvegicus",6,,"PNG;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE162nnn/GSE162402/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA681791",,SRP295305,"Jiali Shao","Dec 31, 2021"
GSE17764,"Expression profiles associated with BRCA1 and BRCA2 mutation status in familial breast cancer patients","Expression profiling by array","Homo sapiens",72,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17764/suppl",20174566,,"Logan Walker","Jan 20, 2010"
GSE203045,"Expression profiles at the level of miRNAs in 3D cultures.","Expression profiling by array","Homo sapiens;synthetic construct",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE203nnn/GSE203045/suppl",35626094,,"Yarely M. Salinas-Vera","May 16, 2022"
GSE7326,"Expression profiles during cell death programmed by a restriction-modification system in E. coli","Expression profiling by array","Escherichia coli;Escherichia coli K-12",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7326/suppl",19304752,,"Yoko Asakura","Jun 23, 2009"
GSE24600,"Expression profiles dysplastic and neoplastic rat liver lesions","Expression profiling by array","Rattus norvegicus",38,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24600/suppl",,,"Rosa M. Pascale","Oct 09, 2010"
GSE174519,"Expression profiles for lymph node metastasis in I-III colorectal cancer","Expression profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing","Homo sapiens",10,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE174nnn/GSE174519/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA730414",,SRP320051,"Chao Yang","May 18, 2021"
GSE42658,"Expression profiles for paediatric brain tumours","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens",137,,,,23887970,,"Denise Sheer","Jul 29, 2013"
GSE48852,"Expression profiles from Drosophila melanogaster scrib and lgl mutant wing imaginal disc and brain complexes at day 9 after egg deposition (AED) versus wild type at day 5 AED","Expression profiling by array","Drosophila melanogaster",16,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48852/suppl",,,"Helena Elizabeth Richardson","Jan 31, 2014"
GSE23102,"Expression profiles from HEK293 cells by overexpression of TRPM7 channel","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23102/suppl",21471721,,"Byoung-Cheol Lee","Jul 23, 2011"
GSE22886,"Expression profiles from a variety of resting and activated human immune cells","Expression profiling by array","Homo sapiens",228,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22886/suppl",15789058,,"Alex Abbas","Jul 13, 2010"
GSE102292,"Expression profiles from chondrocytes in culture - time course","Expression profiling by array","Mus musculus",5,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102292/suppl",,,"Claudia Kappen","Aug 01, 2018"
GSE16233,"Expression profiles from kidneys of rats treated with nephrotoxicants and with controls","Expression profiling by array","Rattus norvegicus",89,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16233/suppl",,,"yaron kinar","May 27, 2009"
GSE18993,"Expression profiles from mouse prostate progenitor/stem cells treated with ethanol or 100nM 1,25 dihydroxyvitamin D3","Expression profiling by array","Mus musculus",13,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18993/suppl",21653679,,"Scott D Cramer","Jun 22, 2011"
GSE60408,"Expression profiles in 3 different B-cell lymphoma cell lines treated by 92 FDA approved compounds","Expression profiling by array","Homo sapiens",864,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60408/suppl",26186195,,"Andrea Califano","Jul 08, 2015"
GSE1427,"Expression profiles in Blast Bank samples with AML/RAEB","Expression profiling by array","Homo sapiens",198,,,,,,"Hiroyuki Mano","May 25, 2006"
GSE84226,"Expression profiles in CD44- and CD44+ hepatocellular carcinoma HuH7 cells  Sep 01, 2016   pending   None","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens",6,,"XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84226/suppl",27473646,,"Tomohiko Sakabe","Sep 01, 2016"
GSE83239,"Expression profiles in Caenorhabditis elegans mutants lacking an intestinally expressed microRNA mir-60 that promote adaptive response against chronic oxidative stress","Expression profiling by high throughput sequencing","Caenorhabditis elegans",14,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83239/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA325325",27623524,SRP076404,"Masaomi Kato","Sep 27, 2016"
GSE95347,"Expression profiles in Chd7 knockdown oligodendrocyte precursor cells","Expression profiling by array","Mus musculus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95347/suppl",28931573,,"Satoshi Kondo","Mar 01, 2018"
GSE57534,"Expression profiles in HMGN1-overexpressed neural precursor cells","Expression profiling by array","Mus musculus",2,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57534/suppl",25069414,,"Motoshi Nagao","Sep 01, 2014"
GSE15792,"Expression profiles in PCARNEQ ncRNA depletion in prostate cancer cells","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15792/suppl",,,"Hidewaki Nakaagwa","Dec 31, 2009"
GSE34933,"Expression profiles in PCa And BPH from Chinese patients","Non-coding RNA profiling by array;Expression profiling by array","Homo sapiens",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34933/suppl",24191917;22038724;22710126;22703285,,"Yifeng Luo","Feb 28, 2012"
GSE24964,"Expression profiles in WT and MLL1-KO MEF at two different circadian time point","Expression profiling by array","Mus musculus",12,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24964/suppl",21113167,,"Sayako Katada","Oct 28, 2010"
GSE66583,"Expression profiles in Zbtb20-overexpressed neural precursor cells","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66583/suppl",27000654,,"Motoshi Nagao","Mar 17, 2016"
GSE59259,"Expression profiles in alcohol-associated hepatocellular carcinoma","Expression profiling by array","Homo sapiens",16,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59259/suppl",25945129,,"Alberto Ferrarini","May 05, 2015"
GSE121468,"Expression profiles in circRHOT1-deficient or control HCC cells.","Expression profiling by high throughput sequencing","Homo sapiens",2,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121468/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA496386",,SRP165820,"b Li","Oct 19, 2018"
GSE75427,"Expression profiles in decidualized and non-decidualized endometriotic cyst stromal cells (ECSCs) and normal endometrial stromal cells (NESCs)","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens",32,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75427/suppl",27412773,,"yoko aoyagi","Oct 12, 2016"
GSE59663,"Expression profiles in different stages of the immune response to Salmonella enterica Pullorum in the chicken spleen","Expression profiling by array","Gallus gallus",36,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59663/suppl",,,"Teng Ma","Jul 23, 2014"
GSE152382,"Expression profiles in multiple tissues of WT and Nrf2-knockout mouse under space filght ","Expression profiling by high throughput sequencing","Mus musculus",192,,"TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152382/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA639142",32901092;34887485,SRP267106,"Masayuki Yamamoto","Oct 02, 2020"
GSE41882,"Expression profiles in response to HMGA overexpression in late-stage neural precursor cells","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41882/suppl",23331702,,"Yukiko Gotoh","Feb 01, 2013"
GSE41707,"Expression profiles in testis of mouse inter-subspecific hybrids","Expression profiling by array","Mus musculus",23,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41707/suppl",23329330,,"Petr Simecek","Nov 07, 2012"
GSE36662,"Expression profiles in the complete absence of DNA methylation [Agilent-014868]","Expression profiling by array","Mus musculus",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36662/suppl",,,"Yuichi Kumaki","Feb 17, 2021"
GSE36663,"Expression profiles in the complete absence of DNA methylation [Agilent-028005]","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36663/suppl",,,"Yuichi Kumaki","Feb 17, 2021"
GSE163416,"Expression profiles in the progression of the gastric cancer (mRNA+lncRNA+circRNA)","Expression profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing","Homo sapiens",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE163nnn/GSE163416/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA686069",34221964,SRP298329,"fangmei an","Jul 07, 2021"
