Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE50511,"Methylation analysis of normal lymphocytes, HCT116, RKO and SW480","Methylation profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50511/suppl",20736368,,"hari easwaran","Aug 30, 2013"
GSE201690,"Methylation analysis of promoter regions for selected tumour suppressor genes in DNA from white blood cells.","Methylation profiling by array;Methylation profiling by high throughput sequencing","Homo sapiens",27,,"IDAT;TSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE201nnn/GSE201690/suppl",,,"Oleksii Nikolaienko","Jul 03, 2022"
GSE31826,"Methylation analysis of samples from a phase II clinical trial of decitatbine in combination with carboplatin in patients with recurrent, platinum resistant epithelial ovarian cancer","Methylation profiling by array","Homo sapiens",56,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31826/suppl",,,"Kenneth Nephew","Sep 02, 2011"
GSE201689,"Methylation analysis of white blood cells DNA samples from healthy males","Methylation profiling by array","Homo sapiens",8,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE201nnn/GSE201689/suppl",,,"Oleksii Nikolaienko","Jul 07, 2022"
GSE136761,"Methylation and Hydroxymethylation profile of zebrafish tet2 mutant","Methylation profiling by high throughput sequencing","Danio rerio",12,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136761/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA563661",,SRP220155,"Vinothkumar Rajan","Sep 01, 2020"
GSE155791,"Methylation and accessibility profiling of GM12878, MCF-10A, MCF-7, and MDA-MB-231 using nanopore sequencing","Methylation profiling by high throughput sequencing","Homo sapiens",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155791/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA510783",,SRP173931,"Isac Lee","Aug 07, 2020"
GSE156377,"Methylation and chromatin abnormalities in chronic myelomonocytic leukemia.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",24,,"BED;BIGWIG;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE156nnn/GSE156377/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA657628",,SRP277843,"Kurt Berger","Aug 18, 2020"
GSE103212,"Methylation and expression datasets of human myeloid-derived suppressor cells and dendritic cells derived from monocytes","Expression profiling by array;Methylation profiling by genome tiling array","Homo sapiens",15,,,,,,"Esteban Ballestar","Sep 11, 2017"
GSE85649,"Methylation and expression profiles of monocytes in monozygotic twins: role in Myasthenia Gravis","Expression profiling by array;Methylation profiling by array","Homo sapiens",48,,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85649/suppl",28549776,,"Sonia Berrih-Aknin","Nov 22, 2017"
GSE85452,"Methylation and expression profiles of monocytes in monozygotic twins: role in Myasthenia Gravis [expression profiling]","Expression profiling by array","Homo sapiens",25,,"CSV;IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85452/suppl",28549776,,"Sonia Berrih-Aknin","Nov 22, 2017"
