Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE85857,"Runx1 stabilizes the mammary epithelial cell phenotype and prevents epithelial to mesenchymal transition","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85857/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA339558",28407681,SRP082418,"Jonathan R Gordon","Apr 17, 2017"
GSE45425,"Runx1 targets in early B-cell progenitors","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Mus musculus",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45425/suppl",23704093,,"Neele Margarete Kriebitzsch","May 27, 2013"
GSE68998,"Runx1- responsive genes in mdx muscles","Expression profiling by high throughput sequencing","Mus musculus",7,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68998/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA284273",26697350,SRP058454,"kfir baruch Umansky","Aug 17, 2015"
GSE158093,"Runx1-deficiency induced changes in transcription and chromatin accessibility in mK4 cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",27,,"BED;BIGWIG;BW;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE158nnn/GSE158093/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA663918",,SRP282636,"Raphael Kopan","Jun 07, 2021"
GSE47350,"Runx1/Cbfb deficiency effect on MLL-AF9 cells","Expression profiling by array","Mus musculus",8,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47350/suppl",23979164,,"Susumu Goyama","Jun 30, 2013"
GSE151944,"Runx1 marks a luminal castration resistant lineage established at the onset of prostate development","Expression profiling by high throughput sequencing","Mus musculus",4,,"CSV;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151944/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA637837",33025905,SRP266298,"Renaud Mevel","Oct 07, 2020"
GSE24261,"Runx2 Transcriptome of Prostate Cancer Cells: Insights into Invasiveness and Bone Metastasis","Expression profiling by array","Homo sapiens",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24261/suppl",20863401;22187159,,"Deepak Mav","Dec 26, 2010"
GSE119523,"Runx2 regulates cranial suture closure by regulating hedgehog, Fgf, Wnt, and Pthlh signaling pathway genes in suture mesenchymal cells","Expression profiling by array","Mus musculus",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119523/suppl",30445456,,"Toshihisa Komori","Oct 09, 2019"
GSE53982,"Runx2-mediated gene regulation is affected by its genomic occupancy","Expression profiling by array","Mus musculus",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53982/suppl",24655370,,"Jonathan R Gordon","Feb 13, 2014"
GSE166982,"Runx2-target molecules in limb bud cells","Expression profiling by high throughput sequencing","Mus musculus",6,,"TXT;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE166nnn/GSE166982/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA702511",34667264,SRP306881,"Yoshifumi Takahata","Aug 31, 2021"
GSE52625,"Runx3 Regulates Interleukin-15-Dependent Natural Killer Cell Activation","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",20,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52625/suppl",24421391,,"Joseph Lotem","Jan 22, 2014"
GSE198611,"Runx3 drives a tissue residency program that is absent in CD4+ T cells [ATAC-seq]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",8,,"BED;BW;TSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE198nnn/GSE198611/suppl",,,"Caleb Lareau","May 24, 2022"
GSE198612,"Runx3 drives a tissue-residency program that is absent in CD4+ T cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",20,,"BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE198nnn/GSE198612/suppl",,,"Luke C Gandolfo","May 24, 2022"
GSE182511,"Runx3 drives a tissue-residency program that is absent in CD4+ T cells [RNA-seq]","Expression profiling by high throughput sequencing","Mus musculus",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE182nnn/GSE182511/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA756546",,SRP333474,"Luke C Gandolfo","May 24, 2022"
GSE48589,"Runx3 function in CD4+ splenic dendritic cells","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48589/suppl",24204843,,"Yoram Groner","Jun 22, 2014"
GSE50119,"Runx3 function in CD8+ splenic T cells","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50119/suppl",24236182,,"Joseph Lotem","Nov 18, 2013"
GSE50121,"Runx3 function in IL-2-activated splenic CD8+ T cells.","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50121/suppl",24236182,,"Joseph Lotem","Nov 18, 2013"
GSE136066,"Runx3 function in colon resident macrophages (RM) and CD11b+ dendritic cells (DC).","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136066/suppl",32453801,,"Dena Leshkowitz","Jun 04, 2020"
