Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE115200,"Expression data from Knockdown of ILF3 in DLD1 cell line","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115200/suppl",,,"Kai Li","Aug 08, 2019"
GSE54342,"Expression data from L-02 and Hep3B cells","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54342/suppl",25288727,,"Yuan Lin","Jan 23, 2014"
GSE35471,"Expression data from L3 Drosophila antennal-eyediscs","Expression profiling by array","Drosophila melanogaster",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35471/suppl",22556250,,"andres garelli","Feb 20, 2012"
GSE39012,"Expression data from L3 stage Caernorhabditis elegans after arsenic exposure","Expression profiling by array","Caenorhabditis elegans",9,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39012/suppl",23894281,,"Jada Lewis","Jun 29, 2012"
GSE160618,"Expression data from LAM-associated fibroblasts and normal human lung fibroblasts co-cultured with TSC2-/- 621-101 cells","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE160nnn/GSE160618/suppl",,,"Marios Georgiou","Dec 31, 2021"
GSE29918,"Expression data from LCL samples from patients with global developmental delay and autistic features and normal controls","Expression profiling by array","Homo sapiens",14,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29918/suppl",,,"Dilek Colak","Aug 01, 2014"
GSE20758,"Expression data from LCM captured prostate cancer cells","Expression profiling by array","Homo sapiens",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20758/suppl",20426842,,"Gail C Fraizer","Apr 10, 2010"
GSE37553,"Expression data from LCM-captured Arabidopsis root cells after challenge with Meloidogyne incognita","Expression profiling by array","Arabidopsis thaliana",16,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37553/suppl",,,"Lauren McIntyre","Apr 27, 2012"
GSE37556,"Expression data from LCM-captured Zea mays root cells after challenge with Meloidogyne incognita","Expression profiling by array","Zea mays",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37556/suppl",,,"Lauren McIntyre","Apr 28, 2012"
GSE36168,"Expression data from LCMV-infected P14 and Akt transgenic P14 CD8 T cells","Expression profiling by array","Mus musculus",5,GDS4554,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36168/suppl",22467649,,"Eui Ho Kim","Mar 01, 2012"
GSE129917,"Expression data from LEF siRNA transfected Jurkat cells","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129917/suppl",32586085,,"Sema Sirma Ekmekci","Apr 17, 2019"
GSE86036,"Expression data from LIF treated chordoma cell lines U-CH1 and MUG-Chor1","Expression profiling by array","Homo sapiens",4,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86036/suppl",28247842,,"Sukru Gulluoglu","Jul 26, 2017"
GSE82306,"Expression data from LLC-1 tumors extracted from C57Bl/6 mice following gene transfer of p19Arf and IFN-beta","Expression profiling by array","Mus musculus",20,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82306/suppl",,,"João Paulo PORTELA CATANI","Jun 07, 2016"
GSE24336,"Expression data from LMO2 knockdown G1E-ER-GATA-1 cells","Expression profiling by array","Mus musculus",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24336/suppl",21059912,,"Tohru Fujiwara","Sep 25, 2010"
GSE108479,"Expression data from LMP1-B cells","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108479/suppl",29311309,,"Baochun Zhang","Feb 14, 2018"
GSE11428,"Expression data from LNCaP and abl cells","Expression profiling by array","Homo sapiens",21,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11428/suppl",19632176,,"Arjun Kumar Manrai","Jul 25, 2009"
GSE7868,"Expression data from LNCaP cell line","Expression profiling by array","Homo sapiens",9,GDS3111,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7868/suppl",17679089,,"Wei Li","Sep 01, 2007"
GSE78196,"Expression data from LNCaP cells","Expression profiling by array","Homo sapiens",2,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78196/suppl",,,"Chong Li","Feb 23, 2016"
GSE11914,"Expression data from LNCaP cells transfected with SOX4 cDNA, SOX4 siRNA or GFP cDNA","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11914/suppl",19147588,,"Chris Scharer","Nov 10, 2008"
GSE44905,"Expression data from LNCaP cells treated with DHT and enzalutamide","Expression profiling by array","Homo sapiens",18,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44905/suppl",23765603,,"Ivan Esteban Alfaro","Apr 01, 2013"
GSE101982,"Expression data from LNCaP clonal isolates over-expressing HIST1H1A or Vector Control.","Expression profiling by array","Homo sapiens",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101982/suppl",29983878,,"Kendra Williams","Jul 02, 2018"
GSE63477,"Expression data from LNCaP prostate cancer cells treated with taxanes","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63477/suppl",,,"Karen Knudsen","Jan 01, 2015"
GSE27914,"Expression data from LNCap cell line treated with COP1 (RFWD2), ETV1, and JUN siRNAs","Expression profiling by array","Homo sapiens",31,GDS4158;GDS4159,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27914/suppl",21572435,,"Jinfeng Liu","Apr 08, 2011"
GSE21841,"Expression data from LPS-stimulated RAW 264.7 mouse macrophages treated with Hypericum perforatum fraction and bioactive constituents","Expression profiling by array","Mus musculus",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21841/suppl",20303133,,"Diane Birt","May 15, 2010"
GSE46236,"Expression data from LPS-treated HBVP (human brain vascular pericytes)","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46236/suppl",24307174,,"Laura Sanz","Dec 04, 2013"
GSE81398,"Expression data from LPS/IFNgamma-treated Tet2-/- and Tet2+/+ mouse macrophages.","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81398/suppl",28104796,,"Chia-Ling Wu","Jan 24, 2017"
GSE35729,"Expression data from LRK1 060615 transgenic rice and control 9311","Expression profiling by array","Oryza sativa",2,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35729/suppl",,,"Mengfei Yang","Feb 12, 2012"
GSE27799,"Expression data from LSK WT and LSK N1-C+","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27799/suppl",21562564,,"Camille Lobry","May 12, 2011"
GSE27794,"Expression data from LSK WT and LSK NcstnKO","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27794/suppl",21562564,,"Camille Lobry","May 12, 2011"
GSE27811,"Expression data from LSK WT, GMP WT and GMP NcstnKO","Expression profiling by array","Mus musculus",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27811/suppl",21562564,,"Camille Lobry","May 12, 2011"
GSE36288,"Expression data from LSK cells from mice with knock-out of Ezh1 versus LSK control","Expression profiling by array","Mus musculus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36288/suppl",23122289,,"Antonio Herrera Merchan","Mar 06, 2012"
GSE28369,"Expression data from LSK mice that overpexpress Ezh2 versus LSK Control","Expression profiling by array","Mus musculus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28369/suppl",22233633,,"Antonio Herrera Merchan","Apr 05, 2011"
GSE54526,"Expression data from LT-HSCs from bone marrow non-irradiated, 8Gy CDR and 8Gy FLASH total body irradiated mice","Expression profiling by array","Mus musculus",3,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54526/suppl",,,"Nathalie Gault","Jan 01, 2015"
