Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE22210,"Molecular subtypes of breast cancer are associated with characteristic DNA methylation patterns","Methylation profiling by array","Homo sapiens",193,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22210/suppl",20565864,,"Johan Staaf","Jun 09, 2010"
GSE72970,"Molecular subtypes of metastatic colorectal cancer are predictive of patient response to chemo and targeted therapies","Expression profiling by array","Homo sapiens",124,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72970/suppl",28284171;28659146;30863148,,"Pierre Martineau","Aug 17, 2017"
GSE72968,"Molecular subtypes of metastatic colorectal cancer are predictive of patient response to chemo and targeted therapies (part 1)","Expression profiling by array","Homo sapiens",68,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72968/suppl",28284171;28659146;30863148,,"Pierre Martineau","Aug 17, 2017"
GSE72969,"Molecular subtypes of metastatic colorectal cancer are predictive of patient response to chemo and targeted therapies (part 2)","Expression profiling by array","Homo sapiens",56,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72969/suppl",28284171;28659146;30863148,,"Pierre Martineau","Aug 17, 2017"
GSE198607,"Molecular subtyping of “double negative” MIBC","Expression profiling by high throughput sequencing","Homo sapiens",10,,"TSV;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE198nnn/GSE198607/suppl",35783619,,"Florestan Johannes Koll","May 14, 2022"
GSE95700,"Molecular subtyping of Triple negative Breast Cancer from Taiwanese","Expression profiling by array","Homo sapiens",57,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95700/suppl",28299476,,"Yun-Lin Wang","Jun 13, 2017"
GSE57477,"Molecular subtyping of serous ovarian tumors reveals multiple connections to intrinsic breast cancer subtypes","Expression profiling by array","Homo sapiens",72,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57477/suppl",25226589,,"Jenny-Maria Jönsson","Aug 15, 2014"
GSE26485,"Molecular targeting of CSN5 in human hepatocellular carcinoma: a mechanism of therapeutic response","Expression profiling by array","Homo sapiens",16,GDS5210,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26485/suppl",21499307,,"Daekwan Seo","Dec 27, 2011"
GSE56431,"Molecular targets affected in the human whole-genome expression by Coriandrum sativum L. essential oil","Expression profiling by array","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56431/suppl",24901768,,"Irlan de Almeida Freires","Apr 03, 2014"
GSE5794,"Molecular targets of  bortezomib on adult T-cell leukemia cells","Expression profiling by array","Homo sapiens",6,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE5nnn/GSE5794/suppl",17895889,,"Junko H Ohyashiki","Oct 09, 2007"
GSE4859,"Molecular targets of 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD) within the zebrafish ovary","Expression profiling by array","Danio rerio",8,GDS2927;GDS2928,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4859/suppl",17884332,,"Craig Struble","Sep 01, 2007"
GSE113265,"Molecular targets of HIV integrase inhibitor, MK-2048, on ATL cells","Expression profiling by array","Homo sapiens",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113265/suppl",32369565,,"Emi Ikebe","Jan 01, 2020"
GSE4010,"Molecular targets of doxazosin in human prostatic stromal cells","Expression profiling by array","Homo sapiens",18,,,,15378519,,"Stanford Microarray Database (SMD)","Jan 11, 2006"
GSE6034,"Molecular targets of proteasome inhibitor, bortezomib, on ATL cells","Expression profiling by array","Homo sapiens",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6034/suppl",17895889,,"Junko H Ohyashiki","Oct 09, 2007"
GSE136049,"Molecular topography of an entire nervous system","Expression profiling by high throughput sequencing","Caenorhabditis elegans",17,,"CSV;GTF;MTX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136049/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA561108",34237253,SRP218876,"David Miller","Aug 21, 2019"
GSE150719,"Molecular tracking devices quantify antigen distribution and archiving in the lymph node.","Expression profiling by high throughput sequencing;Other","Mus musculus",8,,"MTX;TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150719/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA633370",33843587,SRP262039,"Jay R. Hesselberth","Apr 12, 2021"
GSE97104,"Molecular transitions in early progenitors during human cord blood hematopoiesis","Expression profiling by high throughput sequencing","Homo sapiens",26,,"CSV;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97104/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA380680",29545397,SRP102557,"Soumya Badrinath","Mar 15, 2018"
GSE12766,"Molecular variability of FLT3/ITD mutants and their impact on the differentiation program of 32D cells","Expression profiling by array","Mus musculus",17,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12766/suppl",19181379,,"Robert Ivanek","Sep 12, 2009"
GSE112941,"Molecular variability of patient-derived colon tumor xenografts","Expression profiling by high throughput sequencing","Homo sapiens",57,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112941/suppl",30662905,,"Krzysztof Goryca","Dec 19, 2018"
GSE85828,"Molecular, Phenotypic, and Sample-associated Data to Describe Pluripotent Stem Cell Lines and Derivatives","Methylation profiling by array","Homo sapiens",114,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85828/suppl",,,"Kenneth Daily","Aug 20, 2016"
GSE113576,"Molecular, Spatial and Functional Single-Cell Profiling of the Hypothalamic Preoptic Region","Expression profiling by high throughput sequencing","Mus musculus",6,,"MTX;TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113576/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA453138",30385464,SRP142447,"Xiaowei Zhuang","Nov 01, 2018"
GSE30174,"Molecular-genetic correlates of fatigue in cancer patients receiving localized external beam radiation therapy","Expression profiling by array","Homo sapiens",80,GDS4395,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30174/suppl",23022913,,"Jennifer Barb","Dec 21, 2012"
GSE50208,"Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors","Expression profiling by array","Homo sapiens",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50208/suppl",24040940,,"David Cherba","Jul 22, 2014"
GSE198709,"Molecularly defined circuits for cardiovascular and cardiopulmonary control","Expression profiling by high throughput sequencing","Mus musculus",203,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE198nnn/GSE198709/suppl",35650438,,"Avin Veerakumar","May 28, 2022"
GSE119173,"Molecularly distinct models of zebrafish Myc-induced B cell leukemia","Expression profiling by high throughput sequencing","Danio rerio",13,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119173/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA488354",30573774,SRP159053,"John Kimble Frazer","Aug 18, 2019"
GSE168866,"MondoA Drives Malignancy in B-ALL through Enhanced Adaptation to Metabolic Stress","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array","Homo sapiens",15,,"BW;CEL;NARROWPEAK","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE168nnn/GSE168866/suppl",33908607,,"Maxim Barenboim","Apr 04, 2021"
GSE168864,"MondoA Drives Malignancy in B-ALL through Enhanced Adaptation to Metabolic Stress [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",10,,"BEDGRAPH;BW;NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE168nnn/GSE168864/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA714385",33908607,SRP310549,"Maxim Barenboim","Apr 04, 2021"
GSE168865,"MondoA Drives Malignancy in B-ALL through Enhanced Adaptation to Metabolic Stress [array]","Expression profiling by array","Homo sapiens",5,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE168nnn/GSE168865/suppl",33908607,,"Maxim Barenboim","Apr 04, 2021"
GSE126767,"MondoA Links Muscle Lipid Accumulation and Insulin Resistance Driven by Nutrient Overload","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",9,,"BW;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126767/suppl",31287806,,"Byungyong Ahn","Aug 22, 2019"
GSE33967,"MondoA is highly expressed in acute lymphoblastic leukemia and modulates metabolism, differentiation and survival","Expression profiling by array","Homo sapiens",5,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33967/suppl",22748921,,"Olivia Prazeres da Costa","Aug 01, 2012"
GSE76277,"MondoA mediates in vivo aggressiveness of common ALL and may serve as a T cell immunotherapy target","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76277/suppl",,,"Guenther HS Richter","Apr 30, 2016"
GSE7228,"Monitoring Burma mangrove transcriptome changes in response to salt and osmotic stress.","Expression profiling by array","Bruguiera gymnorhiza",19,,"TIFF;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7228/suppl",,,"Miyama Masashi","Mar 10, 2007"
GSE184895,"Monitoring CAR T cell generation with a CD8-targeted lentiviral vector by single cell transcriptomics","Expression profiling by high throughput sequencing","Homo sapiens",3,,"CSV;FASTA;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE184nnn/GSE184895/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA766855",34729382,SRP339084,"Filippos Theofilos Charitidis","Oct 01, 2021"
GSE44844,"Monitoring Homology Search during DNA Double-Strand Break Repair in vivo","Genome binding/occupancy profiling by genome tiling array","Saccharomyces cerevisiae",140,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44844/suppl",23523370,,"Jörg Renkawitz","Mar 21, 2013"
GSE56227,"Monitoring Infection-Based Transcriptomic Changes in Staphylococcus aureus using RNA-seq","Expression profiling by high throughput sequencing","Mus musculus",30,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56227/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA239895",25901897,SRP040121,"Vincent Michael Bruno","Jul 11, 2014"
GSE100860,"Monitoring Nivolumab binding as a method to clarify the residual therapeutic effects and to characterize the immune profile in antibody bound T cells in previously treated non-small cell lung cancer patients","Expression profiling by high throughput sequencing","Homo sapiens",14,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100860/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA393306",30282824,SRP111184,"Daisuke Okuzaki","Oct 05, 2018"
GSE28606,"Monitoring of functional gene responses to ERD (enhanced reductive dechlorination) from four TCE-contaminated sites","Genome variation profiling by array","Dehalobacter;Dehalococcoides;Desulfitobacterium;Geobacter;Methylosinus;Mycobacterium;Nitrosomonas;Pseudomonas;Shewanella;Sulfurospirillum;Thauera;groundwater metagenome",30,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28606/suppl",22432919,,"Peyret Pierre","Apr 03, 2012"
GSE28609,"Monitoring of functional gene responses to biostimulation from TCE-contaminated sites using a functional microarray","Genome variation profiling by array;Expression profiling by array","Dehalobacter;Dehalococcoides;Desulfitobacterium;Geobacter;Methylosinus;Mycobacterium;Nitrosomonas;Pseudomonas;Shewanella;Sulfurospirillum;Thauera;groundwater metagenome",33,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28609/suppl",22432919,,"Peyret Pierre","Apr 03, 2012"
GSE28608,"Monitoring of functional gene responses to biostimulation from a TCE-contaminated site","Expression profiling by array","Dehalobacter;Dehalococcoides;Desulfitobacterium;Geobacter;Methylosinus;Mycobacterium;Nitrosomonas;Pseudomonas;Shewanella;Sulfurospirillum;Thauera;groundwater metagenome",3,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28608/suppl",22432919,,"Peyret Pierre","Apr 03, 2012"
GSE43455,"Monitoring response and resistance to the novel arsenical darinaparsin in an AML patient","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43455/suppl",23408639,,"Eric R Paquet","Jan 01, 2014"
GSE9856,"Monitoring the ethanol stress response of a sigM deletion strain of B. cereus ATCC 14579.","Expression profiling by array","Bacillus cereus ATCC 14579",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9856/suppl",,,"Menno van der Voort","May 11, 2008"
GSE9858,"Monitoring the ethanol stress response of a sigZ deletion strain of B. cereus ATCC 14579.","Expression profiling by array","Bacillus cereus ATCC 14579",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9858/suppl",,,"Menno van der Voort","May 11, 2008"
GSE113404,"Monitoring the mating-type-driven transcriptomes of Aspergillus fumigatus","Expression profiling by high throughput sequencing","Aspergillus fumigatus",8,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113404/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA451030",30240513,SRP141224,"Sven Krappmann","Oct 09, 2018"
GSE11234,"Monkeypox and Vaccinia infection of cultured human cells","Expression profiling by array","Homo sapiens;Monkeypox virus;Vaccinia virus;Variola virus",265,,,,18612436,,"Kate Rubins","Jul 17, 2008"
GSE183657,"Monoclonal Antibody Targeting Pear1 for Pulmonary Fibrosis Therapy [bulk RNA-seq]","Expression profiling by high throughput sequencing","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE183nnn/GSE183657/suppl",,,"Yong Huang","Oct 20, 2021"
GSE183545,"Monoclonal Antibody Targeting Pear1 for Pulmonary Fibrosis Therapy [scRNA-seq]","Expression profiling by high throughput sequencing","Mus musculus",4,,"CSV;MTX;TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE183nnn/GSE183545/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA761269",,SRP335961,"Yong Huang","Oct 20, 2021"
GSE208009,"Monoclonal Antibody to Marinobufagenin Downregulates TGFβ Profibrotic Signaling in Left Ventricle and Kidney and Reduces Tissue Remodeling in Salt‐Sensitive Hypertension [LV_Kidney]","Expression profiling by array","Rattus norvegicus",48,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE208nnn/GSE208009/suppl",31576777,,"Supriyo De","Jul 12, 2022"
GSE189488,"Monocular Visual Deprivation in Macaca Fascicularis: A mRNA Sequencing Profile of LGN Tissues.","Expression profiling by high throughput sequencing","Macaca fascicularis",5,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE189nnn/GSE189488/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA783221",35757538,SRP347612,"Zhongshu Tang","Jan 28, 2022"
GSE9795,"Monocular Visual Deprivation in Macaque Monkeys: A Profile in the Gene Expression of the LGN by LCM","Expression profiling by array","Macaca mulatta",24,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9795/suppl",18682807,,"Henry J. Kaminski","Dec 01, 2008"
GSE4984,"Monocyte Derived Dendritic Cell Maturation","Expression profiling by array","Homo sapiens",12,GDS2221,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE4nnn/GSE4984/suppl",16785517,,"Benhur Lee","Aug 02, 2006"
GSE152450,"Monocyte Heterogeneity and Distinct Monocyte Subsets in Kawasaki Disease Revealed by scRNA-seq","Expression profiling by high throughput sequencing","Homo sapiens",1,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152450/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA639447",,SRP267313,"Fangqi Gong","Mar 24, 2021"
GSE151483,"Monocyte Subsets with High Osteoclastogenic Potential and Their Epigenetic Regulation Orchestrated by IRF8","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",96,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151483/suppl",32804442,,"Vivek Thumbigere Math","Sep 11, 2020"
GSE151481,"Monocyte Subsets with High Osteoclastogenic Potential and Their Epigenetic Regulation Orchestrated by IRF8 [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",24,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151481/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA635936",32804442,SRP265305;SRP283987,"Vivek Thumbigere Math","Sep 19, 2020"
GSE151480,"Monocyte Subsets with High Osteoclastogenic Potential and Their Epigenetic Regulation Orchestrated by IRF8 [RNA-Seq sorted cells]","Expression profiling by high throughput sequencing","Mus musculus",36,,"BW;XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151480/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA635935",32804442,SRP265303,"Vivek Thumbigere Math","Sep 11, 2020"
GSE151388,"Monocyte Subsets with High Osteoclastogenic Potential and Their Epigenetic Regulation Orchestrated by IRF8 [RNA-Seq]","Expression profiling by high throughput sequencing","Mus musculus",36,,"BW;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151388/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA635657",32804442,SRP265130,"Stephen R Brooks","Sep 11, 2020"
GSE76873,"Monocyte Transcriptional Networks are Associated with Tuberculin Skin Test Status in Uganda","Expression profiling by array","Homo sapiens",56,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76873/suppl",28414762,,"Chetan Seshadri","Jan 15, 2016"
GSE14027,"Monocyte Transmigration","Expression profiling by array","Homo sapiens",14,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14027/suppl",19706840,,"Marcie R Williams","Nov 16, 2009"
GSE147795,"Monocyte and Macrophage Transcriptional Phenotypes in Systemic Juvenile Idiopathic Arthritis Reveal TRIM8 as a Mediator of IFN-γ Hyper-responsiveness and Risk for Macrophage Activation Syndrome","Expression profiling by high throughput sequencing","Homo sapiens",242,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147795/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA616382",33277241,SRP254668,"Nathan Salomonis","Feb 02, 2021"
GSE193152,"Monocyte and macrophage lipid accumulation results in downregulated type-I interferon responses","Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",35,,,,35224060,,"Lisa Willemsen","Feb 10, 2022"
GSE192709,"Monocyte and macrophage lipid accumulation results in downregulated type-I interferon responses I","Expression profiling by high throughput sequencing","Homo sapiens",29,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE192nnn/GSE192709/suppl",35224060,,"Lisa Willemsen","Feb 10, 2022"
GSE193151,"Monocyte and macrophage lipid accumulation results in downregulated type-I interferon responses II","Expression profiling by high throughput sequencing","Mus musculus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE193nnn/GSE193151/suppl",35224060,,"Lisa Willemsen","Feb 10, 2022"
GSE182355,"Monocyte exhaustion mediated by TRAM","Expression profiling by high throughput sequencing","Mus musculus",3,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE182nnn/GSE182355/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA755992",34777396,SRP333086,"Liwu Li","Oct 22, 2021"
GSE23746,"Monocyte gene expression patterns distinguish subjects with and without atherosclerosis.","Expression profiling by array","Homo sapiens",95,,"CSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23746/suppl",,,"David K Pritchard","Jul 31, 2011"
GSE11393,"Monocyte gene expression profiling in familial combined hyperlipidemia and its modification by atorvastatin treatment","Expression profiling by array","Homo sapiens",9,GDS3362,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11393/suppl",18681780,,"Marta Alegret","Jun 03, 2008"
GSE80751,"Monocyte phenotype indicates a poor prognosis in paracetamol (acetaminophen) induced acute liver failure but not in non-ae hepatitis: a prospective observational cohort study","Expression profiling by array","Homo sapiens",22,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80751/suppl",,,"Kenneth Simpson","Apr 27, 2019"
GSE137438,"Monocyte phenotype, gene expression and plasma biomarkers in HIV-infected longterm ART-suppressed individuals","Expression profiling by array","Homo sapiens",22,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE137nnn/GSE137438/suppl",31893252,,"Priyankara J Wickramasinghe","Jan 08, 2020"
