Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE94980,"Single-cell RNA-Sequencing of IMR90 fibroblasts bypassing reprogramming-induced senescence","Expression profiling by high throughput sequencing","Homo sapiens",620,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94980/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA375078",29138277,SRP100069,"Gopuraja Dharmalingam","Feb 09, 2018"
GSE190593,"Single-cell RNA-seq (10X Genomics Chromium) of LGE, MGE, CGE, and Cortex from mouse embryonic forebrain","Expression profiling by high throughput sequencing","Mus musculus",13,,"H5;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE190nnn/GSE190593/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA787611",35175194,SRP350143,"Apratim Mitra","Feb 28, 2022"
GSE104156,"Single-cell RNA-seq (10X Genomics Chromium) of MGE, CGE, cortical and subcortical regions of E13.5, E18.5 and P10 mice","Expression profiling by high throughput sequencing","Mus musculus",6,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104156/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA411878",29513653,SRP118737,"Christoph Hafemeister","Mar 05, 2018"
GSE135688,"Single-cell RNA-seq (10x) of the goat ovarian granulosa cells samples from high fertility group (>three babys per birth) and low fertility group (< two babys per birth).","Expression profiling by high throughput sequencing","Capra hircus",2,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135688/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA559681",,SRP218025,"Yong Zhao","Dec 01, 2021"
GSE103983,"Single-cell RNA-seq (Drop-seq) of MGE, CGE and LGE of E13.5 (MGE) and E14.5 (CGE, LGE) mouse embryos","Expression profiling by high throughput sequencing","Mus musculus",12,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103983/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA407881",29513653,SRP118059,"Christoph Hafemeister","Mar 05, 2018"
GSE104157,"Single-cell RNA-seq (Smart-seq2) of MGE of E13.5 mice","Expression profiling by high throughput sequencing","Mus musculus",19,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104157/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA411877",29513653,SRP118738,"Christoph Hafemeister","Mar 05, 2018"
GSE144103,"Single-cell RNA-seq Analysis of Pancreatic and Hepatic Progenitor Cells from Tg(Prox1-EGFP) Transgenic Mouse Embryos","Expression profiling by high throughput sequencing","Mus musculus",346,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144103/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA602774",34433966,SRP244106,"Francesca M. Spagnoli","Jul 13, 2021"
GSE79436,"Single-cell RNA-seq Reveals Unique Vascular Smooth Muscle Cell Phenotypes in Culture","Expression profiling by high throughput sequencing","Mus musculus",67,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79436/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA315833",,SRP072108,"Rod A. Staggs","Mar 22, 2016"
GSE120974,"Single-cell RNA-seq Reveals a Developmental Hierarchy and Oncogenic Networks for Initiation of Medulloblastoma","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",30,,"FPKM_TRACKING;MTX;TSV;TXT;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE120nnn/GSE120974/suppl",31474569,,"Richard Lu","Aug 30, 2019"
GSE120966,"Single-cell RNA-seq Reveals a Developmental Hierarchy and Oncogenic Networks for Initiation of Medulloblastoma [10x Genomics Chromium]","Expression profiling by high throughput sequencing","Mus musculus",1,,"MTX;TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE120nnn/GSE120966/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA495592",31474569,SRP165234,"Richard Lu","Aug 30, 2019"
