Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE63509,"Characterization of global loss of imprinting in overgrowth syndrome induced by assisted reproduction","Expression profiling by high throughput sequencing","Bos indicus x Bos taurus",32,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63509/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA268096",25825726;31660858;35392796,SRP050085,"Rocio Melissa Rivera","Mar 06, 2015"
GSE141711,"Characterization of glyceollins as novel aryl hydrocarbon receptor ligands and their role in cell migration","Expression profiling by high throughput sequencing","Homo sapiens",90,,"DAT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141711/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA594408",32085612,SRP235380,"Frédéric Chalmel","Apr 17, 2020"
GSE167101,"Characterization of growth and development of sorghum genotypes with differential susceptibility to Striga hermonthica","Expression profiling by high throughput sequencing","Sorghum bicolor",15,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE167nnn/GSE167101/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA702996",34410382,SRP307125,"Dorota Kawa","Jul 31, 2021"
GSE141830,"Characterization of growth-phase dependent expression of host factors that modulate mutagenic retrohoming in Legionella pneumophila through RNA-Seq analysis","Expression profiling by high throughput sequencing","Legionella pneumophila",16,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141830/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA594931",,SRP236606,"Diego Arambula","Dec 25, 2020"
GSE20427,"Characterization of hepatic gene expression during liver regeneration in response to partial hepatectomy","Expression profiling by array","Mus musculus",81,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20427/suppl",21719609;20564353,,"Scott Andrew Ochsner","Feb 16, 2011"
GSE150290,"Characterization of heterogeneity in gastric cancer cells derived from independent lineages at single-cell resolution","Expression profiling by high throughput sequencing","Homo sapiens",52,,"TAR;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150290/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA631728",35087207,SRP261119,"JIHYUN KIM","Jan 30, 2022"
GSE148743,"Characterization of histone acetylation in intestinal epithelial cells","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",6,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148743/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA625546",32731255,SRP256494,"Theresa Alenghat","Oct 02, 2020"
GSE73442,"Characterization of histone modifications in mouse embryonic stem cells under control conditions or Phf5a knockdown","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",21,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73442/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA297035",27749823,SRP064199,"Alexandros Strikoudis","Aug 31, 2016"
GSE162787,"Characterization of hormone-producing cell types in the medaka pituitary gland using single-cell RNA-seq","Expression profiling by high throughput sequencing","Oryzias latipes",2,,"MTX;TSV;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE162nnn/GSE162787/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA683018",34497587;34711832,SRP296792,"Khadeeja siddique","Jul 29, 2021"
GSE110415,"Characterization of host responses during Pseudomonas aeruginosa acute lung infection in the lungs and blood and after treatment with the synthetic immunomodulatory peptide IDR-1002","Expression profiling by high throughput sequencing","Mus musculus",32,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110415/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA433662",30323028,SRP132586,"Amy H. Lee","Oct 29, 2018"
