Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE22070,"Whole tissue mRNA expression from severely obese individuals: subcutaneous and visceral adipose tissues","Expression profiling by array","Homo sapiens",142,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22070/suppl",20687939;21829388;25282492;22275870,,"Lude Franke","Jun 03, 2010"
GSE143998,"Whole transcript analysis of amyloid beta 42 (Aβ42)-induced SH-SY5Y cells in control and treated groups","Expression profiling by array","Homo sapiens",12,,"CEL;PDF;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143998/suppl",33062432,,"Aimi Syamima Abdul Manap","Jul 31, 2020"
GSE80070,"Whole transcript expression profiling of short-term and long-term hypoxic neural stem cells (NSCs)","Expression profiling by array","Mus musculus",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80070/suppl",,,"Lena Braunschweig","Apr 09, 2016"
GSE77685,"Whole transcript expression profiling of umbilical cord- and bone marrow-derived stem cells","Expression profiling by array","Homo sapiens",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77685/suppl",29267140,,"Raf Donders","Dec 28, 2017"
GSE55381,"Whole transcription data for mouse spermatogonial cells","Expression profiling by genome tiling array","Mus musculus",126,,"BAR;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55381/suppl",22144238,,"Tin-Lap Lee","Feb 27, 2014"
GSE159034,"Whole transcription profile of responders to anti-TNF drugs in pediatric inflammatory bowel disease","Expression profiling by high throughput sequencing","Homo sapiens",24,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE159nnn/GSE159034/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA667459",33429950,SRP286405,"Enrique Vazquez de Luis","Jan 14, 2021"
GSE167436,"Whole transcriptional analysis of induced cardiomyocytes from MICFs","Expression profiling by high throughput sequencing","Mus musculus",3,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE167nnn/GSE167436/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA704652",33718351,SRP307960,"Yang Zhao","Feb 25, 2021"
GSE104335,"Whole transcriptome (gene expression and splice isoform changes) profiling using Affymetrix Human Transcriptome Array 2.0","Expression profiling by array","Homo sapiens",18,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104335/suppl",29153836,,"John Blenis","Sep 28, 2017"
GSE98089,"Whole transcriptome RNA sequencing of E16.5 Six2TGC and Six2TGC;miR-17~92fl/fl nephron progenitors","Expression profiling by high throughput sequencing","Mus musculus",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98089/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA383984",30838872,SRP105048,"Jacqueline Ho","Mar 01, 2019"
GSE136339,"Whole transcriptome RNA sequencing of human cells after HCV infection (ML-1 thyroid cell line, primary thyrocytes and Huh7.5 hepatocyte cell line)","Expression profiling by high throughput sequencing","Homo sapiens",14,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136339/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA562259",31784757,SRP219310,"Weijia Zhang","Dec 04, 2019"
