Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE139166,"Systemic epigenetic alterations are associated with gastric emptying disturbances in Non-Ulcer Dyspepsia","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",100,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE139nnn/GSE139166/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA578687",,SRP226466,"Aditya Bhagwate","Dec 26, 2021"
GSE105014,"Systemic gain and loss of chromatin architecture throughout zebrafish development [4C]","Other","Danio rerio",22,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105014/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA414424",29972771,SRP120015,"Robin H. van der Weide","Jul 01, 2018"
GSE105013,"Systemic gain and loss of chromatin architecture throughout zebrafish development [Hi-C]","Other","Danio rerio",10,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE105nnn/GSE105013/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA414425",29972771,SRP120014,"Robin H. van der Weide","Jul 01, 2018"
GSE109568,"Systemic hormonal modulation induces sperm nucleosomal imbalance in rat spermatozoa","Genome binding/occupancy profiling by high throughput sequencing","Rattus norvegicus",4,,"TXT;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109568/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA431405",29920734,SRP131376,"N H Balasinor","Jan 25, 2018"
GSE90640,"Systemic human ILC precursors provide a substrate for tissue ILC differentiation","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90640/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA355273",28283063,SRP094049,"Ralph Stadhouders","Mar 19, 2017"
GSE90834,"Systemic human ILC precursors provide a substrate for tissue ILC differentiation","Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90834/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA356077",28283063,SRP094498,"Ido Amit","Mar 19, 2017"
GSE148574,"Systemic induction of phospholipid-based signaling in leaves of arbuscular mycorrhizal rice plants","Expression profiling by high throughput sequencing","Funneliformis mosseae;Oryza sativa",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148574/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA625053",32985595,SRP256285,"Blanca San Segundo","Oct 06, 2020"
GSE106554,"Systemic inflammation drives rapid conversion of conventional CD4+ T cells to Treg in vivo","Expression profiling by high throughput sequencing","Mus musculus",12,,"TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106554/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA417240",,SRP124228,"Joseph Samuel Dolina","Apr 20, 2020"
GSE169741,"Systemic inflammation drives rapid conversion of conventional CD4+ T cells to Treg in vivo.","Expression profiling by high throughput sequencing","Mus musculus",12,,"TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE169nnn/GSE169741/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA717781",,SRP312354,"Joseph S. Dolina","Mar 27, 2021"
GSE43397,"Systemic inflammation is associated with differential gene expression and airway neutrophilia in asthma","Expression profiling by array","Homo sapiens",50,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43397/suppl",23438328,,"Katie Baines","Jan 01, 2016"
