Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE108087,"Epigenetic control of genes and transposable elements [Knockdown RNA-seq]","Expression profiling by high throughput sequencing","Mus musculus",72,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108087/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA422436",30604769,SRP126769,"Jiangping He","Dec 11, 2018"
GSE108090,"Epigenetic control of genes and transposable elements [inhibitor RNA-seq]","Expression profiling by high throughput sequencing","Mus musculus",22,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108090/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA422435",30604769,SRP126768,"Jiangping He","Dec 11, 2018"
GSE108051,"Epigenetic control of innate and adaptive immune memory [ATAC-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",51,,"BED;BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108051/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA422290",30082830,SRP126684,"Colleen Lau","May 29, 2018"
GSE208357,"Epigenetic control of the Notch receptor dose in multiple developmental contexts","Other","Drosophila melanogaster",3,,"BEDGRAPH","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE208nnn/GSE208357/suppl",,,"Tao He","Jul 21, 2022"
GSE107832,"Epigenetic control of transposable elements in the mouse male germ line by Tex15","Expression profiling by high throughput sequencing","Mus musculus",14,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107832/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA421558",32381626,SRP126358,"Ramesh Pillai","Nov 27, 2020"
GSE103360,"Epigenetic correction of defective plasticity in a tauopathy mouse model with an acetyltransferase activator","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",29,,"WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103360/suppl",30275019,,"Anne-Laurence Boutillier","Nov 05, 2018"
GSE103358,"Epigenetic correction of defective plasticity in a tauopathy mouse model with an acetyltransferase activator [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",15,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103358/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA401662",30275019,SRP131332,"Anne-Laurence Boutillier","Nov 05, 2018"
GSE103359,"Epigenetic correction of defective plasticity in a tauopathy mouse model with an acetyltransferase activator [RNA-Seq]","Expression profiling by high throughput sequencing","Mus musculus",14,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103359/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA401661",30275019,SRP131333,"Anne-Laurence Boutillier","Nov 05, 2018"
GSE201883,"Epigenetic dependencies of interferon gamma-induced gene expression","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",35,,,,,,"Simon John Hogg","Jul 24, 2022"
GSE201880,"Epigenetic dependencies of interferon gamma-induced gene expression [ATAC-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",8,,,,,,"Simon John Hogg","Jul 24, 2022"
GSE201881,"Epigenetic dependencies of interferon gamma-induced gene expression [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",9,,,,,,"Simon John Hogg","Jul 24, 2022"
GSE201882,"Epigenetic dependencies of interferon gamma-induced gene expression [RNA-Seq]","Expression profiling by high throughput sequencing","Mus musculus",18,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE201nnn/GSE201882/suppl",,,"Simon John Hogg","Jul 24, 2022"
GSE149960,"Epigenetic deregulation of lamina-associated domains in Hutchinson-Gilford Progeria Syndrome","Methylation profiling by genome tiling array","Homo sapiens",15,,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149960/suppl",32450911,,"Julian Gutekunst","May 07, 2020"
GSE150138,"Epigenetic deregulation of lamina-associated domains in Hutchinson-Gilford Progeria Syndrome","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",17,,,,32450911,,"Guenter Raddatz","May 08, 2020"
GSE150136,"Epigenetic deregulation of lamina-associated domains in Hutchinson-Gilford Progeria Syndrome (ATAC-Seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150136/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA631249",32450911,SRP260804,"Guenter Raddatz","May 08, 2020"
GSE150137,"Epigenetic deregulation of lamina-associated domains in Hutchinson-Gilford Progeria Syndrome (RNA-Seq)","Expression profiling by high throughput sequencing","Homo sapiens",9,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150137/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA631248",32450911,SRP260803,"Guenter Raddatz","May 08, 2020"
GSE47177,"Epigenetic determinants of muscle stem cell quiescence and chronological aging","Expression profiling by array","Mus musculus",30,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47177/suppl",23810552,,"Ling Liu","May 23, 2013"
GSE47362,"Epigenetic determinants of muscle stem cell quiescence and chronological aging (ChIP-seq)","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",11,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47362/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA205299",23810552,SRP023153,"Ling Liu","Aug 13, 2013"
GSE67633,"Epigenetic determinants of self-renewal in glioblastoma [ATAC-seq]","Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens",12,,"NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67633/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA280596",26626085,SRP056968,"Alexander James Murison","Dec 08, 2015"
GSE152584,"Epigenetic differences between transgenes and endogenous genes promote transgene silencing in plants","Methylation profiling by high throughput sequencing","Arabidopsis thaliana",7,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152584/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA639789",33986281,SRP267518,"Filipe Borges","Mar 25, 2021"
GSE116375,"Epigenetic drift during long-term culture of cells in vitro","Methylation profiling by genome tiling array","Homo sapiens",16,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE116nnn/GSE116375/suppl",34011964,,"Wolfgang Wagner","May 26, 2021"
GSE144196,"Epigenetic drift during long-term culture of cells in vitro","Methylation profiling by genome tiling array;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens",34,,"BW;IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144196/suppl",34011964,,"Wolfgang Wagner","May 26, 2021"
GSE165603,"Epigenetic drift during long-term culture of cells in vitro [4C]","Other","Homo sapiens",16,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE165nnn/GSE165603/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA695204",34011964,SRP303644,"Wolfgang Wagner","May 26, 2021"
GSE144195,"Epigenetic drift during long-term culture of cells in vitro [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"BED;BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144195/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA603003",34011964,SRP244557,"Wolfgang Wagner","May 26, 2021"
