Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE36119,"Global gene expression change in the cerebellum of Niemann-Pick disease type C mice with deletion of Ccl3 or Purkinje neuron-specific NPC1 rescue","Expression profiling by array","Mus musculus",16,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36119/suppl",22493001,,"Manuel Lopez","Apr 17, 2012"
GSE74213,"Global gene expression changes associated with miR-375 overexpression","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74213/suppl",,,"Victor Tron","Oct 21, 2015"
GSE98402,"Global gene expression changes between PTIP KO and control PerC B-1a cells","Expression profiling by array","Mus musculus",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98402/suppl",,,"Jeremy A Daniel","May 02, 2017"
GSE94114,"Global gene expression changes during human Angiomyolipoma xenograft propagation","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94114/suppl",,,"jasmine jacob","Feb 28, 2017"
GSE78066,"Global gene expression changes during immune complex-induced neutrophil activation (wild type and Card9‒/‒ cells)","Expression profiling by array","Mus musculus",12,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78066/suppl",27032818,,"Attila Mocsai","Feb 29, 2016"
GSE39043,"Global gene expression changes during the estrous cycle in equine endometrium","Expression profiling by array","Equus caballus",25,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39043/suppl",23077167,,"Stefan Michael Bauersachs","Oct 23, 2012"
GSE122347,"Global gene expression changes in canine CD4+ peripheral T-cell lymphoma","Expression profiling by high throughput sequencing","Canis lupus familiaris",9,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122347/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA504672",,SRP168255,"Anne C Avery","Nov 09, 2018"
GSE203511,"Global gene expression changes in osteoblasts from fluoride-tolerant mice","Expression profiling by high throughput sequencing","Mus musculus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE203nnn/GSE203511/suppl",,,"Yi Zhang","May 25, 2022"
GSE51083,"Global gene expression changes in patient-derived CML cell line K562 after short- and long-term BCR-ABL kinase inhibition.","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51083/suppl",24362263,,"Neil Shah","Sep 24, 2013"
GSE12596,"Global gene expression changes in rat retinal ganglion cells after experimental glaucoma ","Expression profiling by array","Rattus norvegicus",6,,"CEL;DCP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12596/suppl",20335623,,"Danyi Wang","Oct 01, 2010"
GSE125489,"Global gene expression changes in the lung and ileum of hyperoxia-exposed neonatal mice","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE125nnn/GSE125489/suppl",,,"Tamas Jilling","Jan 24, 2019"
GSE12939,"Global gene expression changes including drug metabolism and disposition induced by three-dimensional culture of HepG2","Expression profiling by array","Homo sapiens",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12939/suppl",19056338,,"Seiichi Ishida","Feb 24, 2009"
GSE68773,"Global gene expression comparation among testes, ovaries, Smad4flox/floxMerCreMer Stra8+/− ovaries and Smad4flox/floxMerCreMer Stra8−/− ovaries","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68773/suppl",27606421,,"Quan Wu","May 11, 2016"
GSE16115,"Global gene expression differences between GT1, RH-ERP2009 and RH-JSR","Expression profiling by array","Toxoplasma gondii",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16115/suppl",19801420,,"Michael Sean Behnke","Oct 26, 2009"
