Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE150465,"Transcriptomic changes in macrophages induced by damage-associated molecular patterns (DAMPs)","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150465/suppl",34239121,,"Sho Hangai","May 21, 2021"
GSE76829,"Transcriptomic changes in maize roots in response to Fe deficiency","Expression profiling by array","Zea mays",6,,"PAIR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76829/suppl",28193158,,"Anita Zamboni","Jun 12, 2017"
GSE76828,"Transcriptomic changes in maize roots triggered by urease inhibitor NBPT","Expression profiling by array","Zea mays",3,,"PAIR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76828/suppl",27446099,,"Anita Zamboni","Feb 09, 2017"
GSE100300,"Transcriptomic changes in parvalbumin positive interneurons from cortex and striatum.","Expression profiling by array","Mus musculus",16,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100300/suppl",32954345,,"Xavier d'Anglemont de Tassigny","Jul 16, 2020"
GSE194367,"Transcriptomic changes in response to 5/6 or 1/3 nephrectomy","Expression profiling by high throughput sequencing","Rattus norvegicus",17,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE194nnn/GSE194367/suppl",,,"Alison J. Kriegel","Mar 01, 2022"
GSE95350,"Transcriptomic changes in response to different carbon sources in Neurospora crassa","Expression profiling by high throughput sequencing","Neurospora crassa",30,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95350/suppl",28467421,,"Yi Xiong","Apr 09, 2017"
GSE121183,"Transcriptomic changes in response to host temperature stress in the pathogen Crypococcus neoformans","Expression profiling by high throughput sequencing","Cryptococcus neoformans var. grubii",24,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121183/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA496032",31666517;33568457,SRP165294,"John C. Panepinto","Sep 26, 2019"
GSE41719,"Transcriptomic changes in response to mercury toxicity in rice roots","Expression profiling by array","Oryza sativa",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41719/suppl",24840062;28115496,,"Wen-Chang Chi","May 28, 2014"
GSE150119,"Transcriptomic changes in response to modulation of long-non-coding RNA LINC00473","Expression profiling by high throughput sequencing","Homo sapiens",20,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150119/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA631222",32440655,SRP260776,"Silvia Corvera","May 09, 2020"
GSE148896,"Transcriptomic changes in response to modulation of long-non-coding RNA, LINC00473","Expression profiling by high throughput sequencing","Homo sapiens",15,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148896/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA626376",32440655,SRP257261,"Silvia Corvera","Apr 19, 2020"
GSE156883,"Transcriptomic changes in sapx tapx, pgr5, and triple mutants under high-light stress","Expression profiling by high throughput sequencing","Arabidopsis thaliana",12,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE156nnn/GSE156883/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA659346",34028907,SRP278927,"Takanori Maruta","Aug 26, 2020"
GSE79793,"Transcriptomic changes in signet ring cell colorectal cancer","Expression profiling by array","Homo sapiens",36,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79793/suppl",28595259,,"Muhammad Abdullah Alvi","Jul 21, 2017"
GSE87737,"Transcriptomic changes in the crown (stem base) of barley (Hordeum vulgare L. cv. Golden Promise) during crown-root initiation and development","Expression profiling by high throughput sequencing","Hordeum vulgare",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87737/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA347296",,SRP090986,"Veronique Bergougnoux","Nov 01, 2016"
GSE59453,"Transcriptomic changes in the duodenum mucosa after a high-fat (HF) or low-fat (LF) meal ingestion.","Expression profiling by array","Mus musculus",14,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59453/suppl",29075307,,"Ezequiel L Calvo","Nov 26, 2017"
GSE161161,"Transcriptomic changes in the interaction between PCL1606 and FZB42","Expression profiling by high throughput sequencing","Bacillus amyloliquefaciens;Pseudomonas chlororaphis",12,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE161nnn/GSE161161/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA675787",34320359,SRP291968,"Carlos Molina Santiago","May 05, 2021"
GSE136687,"Transcriptomic changes in the mouse foregut comparing Gli2,3 double mutant to heterozygous controls","Expression profiling by high throughput sequencing","Mus musculus",6,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136687/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA563083",32855417,SRP219947,"Aaron Zorn","Jun 16, 2020"
GSE66652,"Transcriptomic changes in the plant pathogenic fungus Rhizoctonia solani AG-3 in response to the antagonistic bacterial Serratia proteamaculans and Serratia plymuthica","Expression profiling by high throughput sequencing","Rhizoctonia solani AG-3 Rhs1AP",9,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66652/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA277696",26296338,SRP055989,"Konstantia Gkarmiri","Mar 10, 2015"
GSE116314,"Transcriptomic changes in wild-type and Phlpp1-/- mice following KLA stimulation","Expression profiling by high throughput sequencing","Mus musculus",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE116nnn/GSE116314/suppl",31408005,,"Christopher K Glass","Jun 01, 2019"
GSE118061,"Transcriptomic changes induced by Curcumin loaded solid nanoparticles and radiation in breast cells","Expression profiling by array","Homo sapiens",18,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118061/suppl",31366901,,"Valentina Bravatà","Aug 20, 2019"
GSE130348,"Transcriptomic changes induced by FLIL33 overexpression, stimulation with TGF-beta, and their combination in primary human lung fibroblasts","Expression profiling by high throughput sequencing","Homo sapiens",8,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130348/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA538508",32977155,SRP193900,"Sergei P Atamas","Oct 13, 2021"
GSE135463,"Transcriptomic changes induced by Gsk-3-deletion in cerebellar progenitors","Expression profiling by array","Mus musculus",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135463/suppl",31540917,,"Jennifer Karín Ocasio","Aug 07, 2019"
GSE127989,"Transcriptomic changes induced by a new Src Family Kinase Inhibitor and proton radiation in glioblastoma cells","Expression profiling by array","Homo sapiens",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE127nnn/GSE127989/suppl",31554327,,"Valentina Bravatà","Nov 04, 2019"
GSE125419,"Transcriptomic changes induced by salinity stress in the green microalga Chromochloris zofingiensis","Expression profiling by high throughput sequencing","Chromochloris zofingiensis",6,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE125nnn/GSE125419/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA516342",32322303,SRP181113,"Xuemei Mao","Apr 27, 2020"
GSE24712,"Transcriptomic changes induced in yeast cells by the lack of potassium in the medium","Expression profiling by array","Saccharomyces cerevisiae",18,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24712/suppl",23039231;22737060,,"Antonio Casamayor","Oct 13, 2012"
GSE84620,"Transcriptomic changes mediated by β-amyloid in human aortic endothelial cells (HAOEC)","Expression profiling by high throughput sequencing","Homo sapiens",13,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84620/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA330674",,SRP078990,"Fabio Martelli","Dec 31, 2018"
GSE134391,"Transcriptomic changes of Arabidopsis plants subjected to high light, heat stress and their combination","Expression profiling by high throughput sequencing","Arabidopsis thaliana",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE134nnn/GSE134391/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA555093",31594842,SRP215218,"Soham Sengupta","Nov 21, 2019"
GSE94932,"Transcriptomic changes of Campylobacter jejuni in water","Expression profiling by array","Campylobacter jejuni subsp. jejuni 81-176;Campylobacter jejuni subsp. jejuni 81116",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94932/suppl",,,"Sebastien Faucher","Sep 01, 2017"
GSE94929,"Transcriptomic changes of Campylobacter jejuni subsp. jejuni strain 81-176 in water","Expression profiling by array","Campylobacter jejuni subsp. jejuni 81-176",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94929/suppl",,,"Sebastien Faucher","Sep 01, 2017"
GSE94930,"Transcriptomic changes of Campylobacter jejuni subsp. jejuni strain 81116 in water","Expression profiling by array","Campylobacter jejuni subsp. jejuni 81116",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94930/suppl",28979243,,"Sebastien Faucher","Sep 01, 2017"
GSE85807,"Transcriptomic changes of Escherichia coli expressing BnTR1 at normal and heat stress conditions","Expression profiling by array","Escherichia coli;Escherichia coli CFT073;Escherichia coli O157:H7 str. EDL933;Escherichia coli O157:H7 str. Sakai;Escherichia coli str. K-12 substr. MG1655",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85807/suppl",28642478,,"Yulong Niu","Aug 19, 2016"
GSE161586,"Transcriptomic changes of Synechocystis sp. PCC 6803 upon surface contact after 4 and 8 h","Expression profiling by array","Synechocystis sp. PCC 6803",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE161nnn/GSE161586/suppl",34115422,,"Sabrina Oeser","Dec 17, 2020"
