Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE67648,"Genome-wide analysis of Smad2 and FoxH1 binding sites in zebrafish blastula","Genome binding/occupancy profiling by high throughput sequencing","Danio rerio",6,,"TDF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67648/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA280533",25869585,SRP056934,"Julien Dubrulle","Apr 08, 2015"
GSE46796,"Genome-wide analysis of Sox2-ablated optic cups compared with wild-type control optic cups at E16.5","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46796/suppl",25488119,,"Whitney E Heavner","May 10, 2013"
GSE51183,"Genome-wide analysis of Staufen1-bound mRNAs in prometaphase","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51183/suppl",24906885,,"Luc DesGroseillers","Jul 03, 2014"
GSE97351,"Genome-wide analysis of Su(var)3-9 distribution in chromosomes of Drosophila melanogaster","Genome binding/occupancy profiling by high throughput sequencing","Drosophila melanogaster",36,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97351/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA381485",28975408,SRP102943,"Petr Laktionov","Apr 04, 2017"
GSE97130,"Genome-wide analysis of Su(var)3-9 distribution in chromosomes of Drosophila melanogaster [RNA-Seq_SuVar]","Expression profiling by high throughput sequencing","Drosophila melanogaster",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97130/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA380783",28975408,SRP102608,"Petr Laktionov","Mar 30, 2017"
GSE132423,"Genome-wide analysis of T3 and CORT dependent gene expression and hormone synergy in mouse hippocampal neurons (HT-22)","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132423/suppl",31348800,,"Pia Dano Bagamasbad","Jul 18, 2019"
GSE183642,"Genome-wide analysis of TERC occupancy in MRC5 fibroblast cells by ChIRP-seq","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE183nnn/GSE183642/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA761438",35323972,SRP336060,"Shu Wu","Mar 28, 2022"
GSE163523,"Genome-wide analysis of TERT-AD mouse cortical and hippocampal neurons upon Tert activation","Expression profiling by high throughput sequencing","Mus musculus",16,,"TSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE163nnn/GSE163523/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA686426",35036927,SRP298498,"Chang-Jiun Wu","Oct 12, 2021"
GSE77577,"Genome-wide analysis of TIAR RNA ligands in mouse macrophages before and after LPS stimulation","Other","Mus musculus",8,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77577/suppl",26981431,,"Yacine Kharraz","Feb 05, 2016"
GSE18007,"Genome-wide analysis of TOC1-ox transcriptional networks","Expression profiling by array","Arabidopsis thaliana",6,,,,19816401,,"Paloma Mas","Sep 09, 2009"
