Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE60845,"miRNA expression data from embryonic ureteric bud (UB) cells","Non-coding RNA profiling by array","Mus musculus",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60845/suppl",,,"Jing Yu","Aug 28, 2014"
GSE94483,"miRNA expression data from fractionated SH-SY5Y cells","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94483/suppl",,,"Murray J Cairns","Dec 01, 2017"
GSE109220,"miRNA expression data from human PBMC derived form acute infectious mononucleosis patients","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",19,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109220/suppl",29379474,,"Vandana Kaul","Jan 17, 2018"
GSE37734,"miRNA expression data from human cell lines (Panc1 cells)","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37734/suppl",24120475,,"Robert Haesler","Nov 20, 2013"
GSE18671,"miRNA expression data from human high and low risk prostate carcinoma","Non-coding RNA profiling by array","Homo sapiens;Mus musculus;Rattus norvegicus",20,,"DAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18671/suppl",,,"Burkhard Gerhard Kneitz","Aug 01, 2011"
GSE76591,"miRNA expression data from human myocardial infarction hearts","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",21,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76591/suppl",28704447,,"Masato Tsuji","Jan 07, 2016"
GSE18012,"miRNA expression data from human postnatal brain in prefrontal cortex: time course","Non-coding RNA profiling by high throughput sequencing","Homo sapiens",14,,"TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18012/suppl",20647238;28724976,,"Song Guo","Jun 10, 2010"
GSE37914,"miRNA expression data from lean PCOS adipose vs BMI matched control women","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37914/suppl",23493574,,"Yen-Hao Chen","Sep 06, 2012"
GSE31373,"miRNA expression data from low nitrate culture in leaf and root of maize","Non-coding RNA profiling by array","Arabidopsis thaliana;Glycine max;Medicago truncatula;Oryza sativa;Physcomitrium patens;Populus trichocarpa;Saccharum officinarum;Sorghum bicolor;Zea mays",12,,,,22132192,,"Chuanxiao Xie","Sep 01, 2011"
GSE31492,"miRNA expression data from low nitrate cultures in maize","Non-coding RNA profiling by array","Arabidopsis thaliana;Glycine max;Medicago truncatula;Oryza sativa;Physcomitrium patens;Populus trichocarpa;Saccharum officinarum;Sorghum bicolor;Zea mays;Zea mays subsp. mays;synthetic construct",21,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31492/suppl",22132192,,"Chuanxiao Xie","Sep 01, 2011"
GSE88719,"miRNA expression data from meningioma samples and healthy meningial cell line","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",15,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE88nnn/GSE88719/suppl",28327132,,"Sukru Gulluoglu","Feb 01, 2017"
GSE87488,"miRNA expression data from mice Ago2-amygdala","Non-coding RNA profiling by array","Mus musculus;synthetic construct",10,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87488/suppl",27829158,,"Alon Chen","Sep 30, 2016"
GSE64945,"miRNA expression data from mouse fetus ear (pinnae) and back tissues","Non-coding RNA profiling by array","Mus musculus;synthetic construct",13,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64945/suppl",26864490;27408816,,"Sara Frias","Dec 31, 2015"
GSE97952,"miRNA expression data from multilineage differentiation of hiPSC","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97952/suppl",29941943,,"Lu Li","Jun 18, 2018"
GSE143445,"miRNA expression data from myogenic progenitor cell-derived extracellular vesicles","Non-coding RNA profiling by array","Mus musculus;synthetic construct",1,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143445/suppl",,,"Kevin Murach","Dec 01, 2020"
GSE132763,"miRNA expression data from neonatal and adult human livers","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",20,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132763/suppl",32357971,,"Stephan Jahn","Dec 01, 2021"
GSE75806,"miRNA expression data from neonatal rat ventricular myocytes (NRVM) silenced for KChIP2","Non-coding RNA profiling by array","Rattus norvegicus;synthetic construct",2,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75806/suppl",28263709,,"Isabelle Deschenes","Feb 20, 2017"
GSE51908,"miRNA expression data from normal and Malignant hematopoietic cells","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",190,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51908/suppl",25368993;27274862,,"Amol Carl Shetty","Oct 31, 2013"
GSE137865,"miRNA expression data from oral squamous cell carcinoma patients","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE137nnn/GSE137865/suppl",,,"Hao Pan","Sep 25, 2019"
GSE79506,"miRNA expression data from pancreatic ductal adenocarcinoma (PDAC) cell line BxPC3 and its cisplatin-resistant derivative BxPC3-R","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",4,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79506/suppl",27229158,,"Roman F. N. Mezencev","May 01, 2016"
GSE63319,"miRNA expression data from pediatric high grade gliomas","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63319/suppl",25994230,,"Dr. Chitra Sarkar","Nov 01, 2016"
GSE51658,"miRNA expression data from post-partum dairy cattle (Holstein Friesian) liver","Non-coding RNA profiling by array","Bos taurus;synthetic construct",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51658/suppl",24428929,,"Dermot G Morris","Oct 25, 2013"
GSE122011,"miRNA expression data from primary central nervous system lymphomas (PCNSL)","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",27,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122011/suppl",30615673,,"Ryuya Yamanaka","Jan 17, 2019"
GSE151853,"miRNA expression data from primary central nervous system lymphomas (PCNSL) [miRNA-4]","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",20,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151853/suppl",32101576,,"Ryuya Yamanaka","Jun 05, 2020"
GSE76762,"miRNA expression data from primary human tissue (gastric mucosa)","Expression profiling by array","Homo sapiens",36,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76762/suppl",,,"Robert Haesler","Dec 12, 2016"
GSE18013,"miRNA expression data from rhesus macaque postnatal brain in prefrontal cortex: time course","Non-coding RNA profiling by high throughput sequencing","Macaca mulatta",14,,"TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18013/suppl",20647238;28724976,,"Song Guo","Jun 10, 2010"
GSE44820,"miRNA expression data from rhesus macaque testes: time course","Non-coding RNA profiling by high throughput sequencing","Macaca mulatta",14,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44820/suppl",,,"Zhao Guodong","Mar 05, 2013"
GSE49630,"miRNA expression data from saliva, blood, semen and vaginal swap","Expression profiling by array","Homo sapiens;synthetic construct",20,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49630/suppl",24915788,,"Jonglyul Park","Aug 01, 2014"
GSE175390,"miRNA expression data from sedentary and exercised rats","Non-coding RNA profiling by array","Rattus norvegicus;synthetic construct",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE175nnn/GSE175390/suppl",,,"Gibrán Pedraza-Vázquez","May 24, 2021"
GSE48412,"miRNA expression data from skeletal muscle stem cells","Non-coding RNA profiling by array","Mus musculus;synthetic construct",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48412/suppl",25119651,,"Takahiko Sato","Aug 01, 2014"
GSE114006,"miRNA expression data from sun-exposed and sun- protected skin of young (18-25 years) and old (>70 years) females","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",60,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE114nnn/GSE114006/suppl",30154427,,"Ankit Srivastava","Aug 31, 2018"
GSE76592,"miRNA expression data from the hearts of murine myocardial infarction model","Non-coding RNA profiling by array","Mus musculus;synthetic construct",49,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76592/suppl",28704447,,"Masato Tsuji","Jan 07, 2016"
GSE76604,"miRNA expression data from the hearts of myocardial infarction model","Non-coding RNA profiling by array","Homo sapiens;Mus musculus;synthetic construct",70,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76604/suppl",28704447,,"Masato Tsuji","Jan 07, 2016"
GSE35205,"miRNA expression data from xlpra2 and normal canine retinas","Non-coding RNA profiling by array","Canis lupus familiaris;synthetic construct",22,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35205/suppl",24581223,,"Sem Genini","Dec 31, 2014"
GSE66546,"miRNA expression data in 3rd mammary gland and mammary flank region at embryonic day 13.5","Non-coding RNA profiling by array","Mus musculus",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66546/suppl",,,"Eun-Jung Kim","Mar 06, 2015"
GSE90146,"miRNA expression data in Huh-7 cell line transfected with HBeAg-expression vector","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90146/suppl",,,"Perumal Vivekanandan","Jul 01, 2017"
GSE89390,"miRNA expression data in MCF-7 breast cancer Cell line post BCAS2 and FST knockdown","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89390/suppl",,,"Sandeep Mishra","Oct 31, 2017"
GSE13316,"miRNA expression data in idiopathic pulmonary fibrosis","Non-coding RNA profiling by array","Homo sapiens",20,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13316/suppl",20395557,,"Kusum Vijay Pandit","Apr 23, 2010"
GSE53903,"miRNA expression data in tooth germs at embryonic day 11, 12, 14, and 16","Non-coding RNA profiling by array","Mus musculus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53903/suppl",,,"Eun-Jung Kim","Jan 09, 2014"
GSE86185,"miRNA expression data in unstimulated and TGF-β1-stimulated lung fibroblasts","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86185/suppl",28910321,,"Jennie Ong","Nov 01, 2017"
GSE75020,"miRNA expression data of rat prostate cancer tissue treated with OBP-801, novel HDAC inhibitor","Non-coding RNA profiling by array","Rattus norvegicus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75020/suppl",27216188,,"Satoshi Kondo","Dec 01, 2016"
GSE28363,"miRNA expression data of shoot meristems of trifoliate orange","Non-coding RNA profiling by array","Citrus trifoliata;synthetic construct",8,,"CEL;CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28363/suppl",,,"jin zhi zhang","Mar 04, 2016"
GSE168551,"miRNA expression data of spent in-vitro culture media condtioned with 2-cell, 8-cell, and blastocyst staged bovine embryos","Non-coding RNA profiling by array","Bos taurus;synthetic construct",12,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE168nnn/GSE168551/suppl",33898550,,"Paul Nico Del Rio","Mar 10, 2021"
GSE121901,"miRNA expression data through TNF-alpha-signaling in human umblical vein endothelial cells (HUVECs)","Non-coding RNA profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121901/suppl",32125007,,"Yoshiki Higashijima","Apr 11, 2019"
GSE48430,"miRNA expression differences between FFPE prostate cancer and adjacent normal  tissues using real-time quantitative PCR array analysis","Expression profiling by RT-PCR","Homo sapiens",20,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48430/suppl",24167554,,"Deepak Kumar","Nov 15, 2013"
GSE54516,"miRNA expression differences in tumor and benign prostate tissues","Other","Homo sapiens",99,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54516/suppl",25485837,,"Ruprecht Kuner","Dec 08, 2014"
GSE168327,"miRNA expression during BMSCs from human jaw in Type 2 diabetics.","Non-coding RNA profiling by array","Homo sapiens;synthetic construct",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE168nnn/GSE168327/suppl",,,"LIngxiao Wang","Mar 06, 2021"
GSE6000,"miRNA expression during UCB-CD34 cells erythropoiesis","Non-coding RNA profiling by array","Homo sapiens",6,,,,17379065,,"Meng Ling Choong","Apr 01, 2007"
GSE75697,"miRNA expression during differentiation of white and brown adipocytes","Non-coding RNA profiling by array","Homo sapiens;Mus musculus;Rattus norvegicus",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75697/suppl",27923061,,"Wei Xie","Dec 31, 2016"
GSE68630,"miRNA expression during early, mid and late breast cancer disease progression in mammary glands from MMTV-PyMT transgenic mice","Non-coding RNA profiling by array","Mus musculus;synthetic construct",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68630/suppl",26749280,,"Jonathan R Gordon","Aug 23, 2017"
GSE76365,"miRNA expression during fracture healing in diabetic rats","Non-coding RNA profiling by array","Rattus norvegicus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76365/suppl",29437637;32264968,,"Satoshi Kondo","Jan 15, 2017"
GSE36606,"miRNA expression during in vitro mouse T cell activation (CD T cell timecourse)","Non-coding RNA profiling by array","Homo sapiens;Mus musculus",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36606/suppl",23382546,,"Andrea J Barczak","Jan 27, 2013"
GSE36607,"miRNA expression during in vitro mouse T cell activation (D011.10+ CD4 T cells)","Non-coding RNA profiling by array","Caenorhabditis elegans;Danio rerio;Drosophila melanogaster;Gallus gallus;Homo sapiens;Mus musculus;Rattus norvegicus",7,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36607/suppl",23382546,,"Andrea J Barczak","Jan 27, 2013"
GSE34057,"miRNA expression during liver regeneration in the chronic ethanol-fed rat","Non-coding RNA profiling by array","Rattus norvegicus",15,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34057/suppl",22823254,,"Rachael Dippold","Jul 23, 2012"
GSE93169,"miRNA expression from gp130F/F mice antrum at 4 weeks of age","Non-coding RNA profiling by array","Mus musculus;synthetic construct",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93169/suppl",29330205,,"Di Wu","Dec 01, 2017"
GSE49665,"miRNA expression in AML and healthy controls","Non-coding RNA profiling by array","Homo sapiens",65,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49665/suppl",23895238,,"Rotraud Wieser","Aug 09, 2013"
GSE123672,"miRNA expression in Abelson virus transformed fetal liver B cell progenitors","Non-coding RNA profiling by array","Mus musculus",10,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123672/suppl",31699777,,"Verena Labi","Nov 13, 2019"
GSE103034,"miRNA expression in Anopheles gambiae tissues","Non-coding RNA profiling by array","Aedes aegypti;Anopheles gambiae;Apis mellifera;Bombyx mori;Culex quinquefasciatus;Drosophila melanogaster;Tribolium castaneum",40,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103034/suppl",,,"Lena Lampe","Aug 25, 2017"
GSE115197,"miRNA expression in BMSCs","Non-coding RNA profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115197/suppl",30046991,,"Yunfei Zheng","Mar 11, 2019"
