Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE49660,"Differential RNA-sequencing of Campylobacter jejuni fur perR mutant","Expression profiling by high throughput sequencing","Campylobacter jejuni",1,,"GR;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49660/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA212988",,SRP028123,"Arnoud van Vliet","Jul 01, 2014"
GSE117884,"Differential RNASeq of human bronchial and nasal epithelial cells stimulated with RIG-I ligand SLR14","Expression profiling by high throughput sequencing","Homo sapiens",8,,,,30208323,,"Ellen Flescher Foxman","Jul 30, 2018"
GSE107897,"Differential RNASeq of human bronchial epithelial cells stimulated with RIG-I ligand SLR14","Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107897/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA421897",30208323,SRP126487,"Ellen Flescher Foxman","Aug 17, 2018"
GSE107898,"Differential RNASeq of human nasal epithelial cells stimulated with RIG-I ligand SLR14","Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107898/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA421899",29281100;30208323,SRP126489,"Ellen Flescher Foxman","Jan 02, 2018"
GSE34514,"Differential RNAs in the sperm cells of asthenozoospermic patients","Expression profiling by array","Homo sapiens",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34514/suppl",22353264,,"Rafael Oliva","Mar 15, 2012"
GSE6480,"Differential Recruitment of the Splicing Machinery during Transcription Predicts Genome-wide Patterns of mRNA Splicing","Genome binding/occupancy profiling by array","Saccharomyces cerevisiae",24,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6480/suppl",17189192,,"Michael J Moore","Dec 13, 2006"
GSE141312,"Differential Regulation of Alcohol Consumption and Reward by the Transcription Cofactor LMO4","Expression profiling by high throughput sequencing","Mus musculus",39,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141312/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA593033",,SRP234451,"Rajani Maiya","Feb 29, 2020"
GSE110127,"Differential Regulation of Genes Involved in Root Morphogenesis and Cell Wall Modification is Associated with Salinity Tolerance in Chickpea","Expression profiling by high throughput sequencing","Cicer arietinum",24,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110127/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA432923",29555923,SRP132178,"Nitin Mantri","Apr 03, 2018"
GSE18614,"Differential Regulation of Mitogen-Activated Protein Kinases by Acetaminophen in TAMH cells","Expression profiling by array","Mus musculus",27,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18614/suppl",20363829,,"James William MacDonald","Jul 07, 2010"
GSE172358,"Differential Regulation of Transcription Factor T-bet Induction during NK Cell Development and Th1 Cell Differentiation","Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",21,,"BED;BEDPE;NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE172nnn/GSE172358/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA723025",35381213,SRP315389,"Keji Zhao","Feb 03, 2022"
GSE1932,"Differential Renal Gene Expression in Pre-hypertensive and Hypertensive SHR","Expression profiling by array","Rattus norvegicus",16,,,,15798089,,"NIEHS Microarray Core","Dec 01, 2004"
GSE34430,"Differential Response Following Spinal Cord Injury in EphA4 Knockout","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34430/suppl",22629434,,"Victoria Mary Perreau","May 24, 2012"
