Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE141255,"DNA methylation analysis validates organoids as a viable model for studying human intestinal aging (expression)","Expression profiling by array","Homo sapiens",22,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141255/suppl",,,"Daniel Nachun","Dec 03, 2019"
GSE141254,"DNA methylation analysis validates organoids as a viable model for studying human intestinal aging (methylation)","Methylation profiling by array","Homo sapiens",84,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141254/suppl",31805439,,"Daniel Nachun","Dec 03, 2019"
GSE95654,"DNA methylation analysisof KRAS mutated colorectal tumors and adjacent tissues from cancer patinets and KRAS mutated Aberrant Crypt Foci and matching normal crypts from healthy individuals  by using RRBS","Methylation profiling by high throughput sequencing","Homo sapiens",40,,"BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95654/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA377851",28459462,SRP101332,"Xiwei Wu","Jan 23, 2018"
GSE71678,"DNA methylation anaylsis of placenta samples exposed to variable levels of arsenic during pregnancy","Methylation profiling by genome tiling array","Homo sapiens",343,,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71678/suppl",26771251;29373860,,"Carmen Marsit","Jul 01, 2016"
GSE184759,"DNA methylation and RNA-seq data from mice liver of iron-disorder","Expression profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Mus musculus",27,,"XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE184nnn/GSE184759/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA766071",33895792,SRP338601,"Li Jiang","Sep 30, 2021"
GSE208191,"DNA methylation and RNA-seq profiling of 2Rv1 prostate cancer cells exposed to repeated DNA damage","Expression profiling by high throughput sequencing;Methylation profiling by array","Homo sapiens",12,,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE208nnn/GSE208191/suppl",,,"Kate Brettingham-Moore","Jul 18, 2022"
GSE29413,"DNA methylation and SETDB1/H3K9me3 regulate predominantly distinct sets of genes, retroelements and chimaeric transcripts in mouse ES cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Mus musculus",8,,"BAM;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29413/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA141551",21624812,SRP006817,"Eric Chuah","May 21, 2011"
GSE156374,"DNA methylation and copy number profiling in polymicrogyria","Methylation profiling by array","Homo sapiens",96,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE156nnn/GSE156374/suppl",32979071,,"Katja Kobow","Nov 18, 2020"
GSE103558,"DNA methylation and expression profiles in wild-type and IDH1 R132H/WT human astroglial cells","Methylation profiling by genome tiling array;Expression profiling by high throughput sequencing","Homo sapiens",8,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103558/suppl",29849122,,"Jie Wang","Jun 01, 2018"
GSE165083,"DNA methylation and expression profiles of whole blood in Parkinson’s disease","Expression profiling by high throughput sequencing;Methylation profiling by array","Homo sapiens",54,,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE165nnn/GSE165083/suppl",33981329,,"QI WANG","Mar 11, 2021"
GSE165081,"DNA methylation and expression profiles of whole blood in Parkinson’s disease (Methylation)","Methylation profiling by array","Homo sapiens",28,,"CSV;IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE165nnn/GSE165081/suppl",33981329,,"QI WANG","Mar 11, 2021"
GSE165082,"DNA methylation and expression profiles of whole blood in Parkinson’s disease (RNA-Seq)","Expression profiling by high throughput sequencing","Homo sapiens",26,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE165nnn/GSE165082/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA693202",33981329,SRP302340,"QI WANG","Mar 11, 2021"
GSE37817,"DNA methylation and expression profiling study for bladder cancer","Expression profiling by array;Methylation profiling by array","Homo sapiens",48,,,,23436614,,"Seon-Kyu Kim","May 03, 2013"
GSE37815,"DNA methylation and expression profiling study for bladder cancer [gene expression]","Expression profiling by array","Homo sapiens",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37815/suppl",23436614,,"Seon-Kyu Kim","May 03, 2013"
GSE37816,"DNA methylation and expression profiling study for bladder cancer [methylation]","Methylation profiling by array","Homo sapiens",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37816/suppl",23436614,,"Seon-Kyu Kim","May 03, 2013"
GSE23388,"DNA methylation and expression profiling study for prostate cancer","Expression profiling by array;Methylation profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23388/suppl",21571867,,"Seon-Kyu Kim","Jul 25, 2011"
GSE93364,"DNA methylation and gene expression after decreased CTCF expression in human prostate epithelial cells","Expression profiling by array;Methylation profiling by genome tiling array","Homo sapiens",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93364/suppl",,,"Nathan Damaschke","Feb 20, 2019"
GSE55034,"DNA methylation and gene expression analysis during myogenic differentiation","Expression profiling by array","Homo sapiens",4,GDS5632,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55034/suppl",25190712,,"Kohei Miyata","Feb 15, 2014"
GSE48527,"DNA methylation and gene expression analysis of an Epithelial-to-mesenchymal transition model","Expression profiling by array;Methylation profiling by high throughput sequencing","Canis lupus familiaris",8,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48527/suppl",25106427,,"Manel Esteller","Aug 14, 2014"
GSE32371,"DNA methylation and gene expression changes during human embryonic stem cell differentiation","Expression profiling by array;Methylation profiling by genome tiling array","Homo sapiens",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32371/suppl",23459939,,"Robert A Waterland","Sep 26, 2011"
GSE146504,"DNA methylation and gene expression changes induced by hypomethylating agent, Azacitidine (AZA), BAY1436032 (BAY) and sequential and simultaneous combination of BAY and AZA in  in vitro treated human (CD45+) cells isolated from the bone marrow of IDH1mut","Methylation profiling by genome tiling array;Expression profiling by high throughput sequencing","Homo sapiens",30,,"IDAT;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146504/suppl",32241846,,"Razif Gabdoulline","May 25, 2020"
